# Species	Genes	Alg.-Conn.	chengduensis_protein.faa	ludwigii_protein.faa	oligotrophicus_protein.faa	sichuanensis_protein.faa	soli_protein.faa
5	5	0.985	WP_032641926.1	WP_014170972.1	WP_025757198.1	WP_025757198.1	WP_014071087.1
5	5	0.985	WP_032641961.1	WP_025203584.1	WP_045286090.1	WP_045286090.1	WP_014071110.1
5	5	0.985	WP_032641987.1	WP_014171016.1	WP_025757169.1	WP_025757169.1	WP_014071124.1
5	5	0.985	WP_032642314.1	WP_040018754.1	WP_104556955.1	WP_104556955.1	WP_014071886.1
5	5	0.985	WP_032642452.1	WP_020883503.1	WP_025756654.1	WP_025756654.1	WP_014072002.1
5	5	0.985	WP_032642515.1	WP_020884788.1	WP_025755971.1	WP_025755971.1	WP_014069632.1
5	5	0.985	WP_032643093.1	WP_040018909.1	WP_025757072.1	WP_025757072.1	WP_014071549.1
5	5	0.985	WP_032643404.1	WP_020883657.1	WP_155031713.1	WP_155031713.1	WP_014071760.1
5	5	0.985	WP_032643521.1	WP_014171108.1	WP_155031536.1	WP_155031536.1	WP_014071275.1
5	5	0.985	WP_032643607.1	WP_020883032.1	WP_047959227.1	WP_047959227.1	WP_014071331.1
5	5	0.985	WP_032643636.1	WP_040018154.1	WP_104556372.1	WP_104556372.1	WP_014071356.1
5	5	0.985	WP_032643663.1	WP_020882993.1	WP_025757622.1	WP_025757622.1	WP_014071390.1
5	5	0.985	WP_032643932.1	WP_040018548.1	WP_094917841.1	WP_094917841.1	WP_041162180.1
5	5	0.985	WP_032644002.1	WP_014168551.1	WP_025758049.1	WP_025758049.1	WP_014068819.1
5	5	0.985	WP_032644028.1	WP_020882557.1	WP_155030685.1	WP_155030685.1	WP_014068860.1
5	5	0.985	WP_032644044.1	WP_040018610.1	WP_025758008.1	WP_025758008.1	WP_014068876.1
5	5	0.985	WP_032644074.1	WP_014168641.1	WP_025756765.1	WP_025756765.1	WP_014068911.1
5	5	0.985	WP_032644213.1	WP_014167992.1	WP_047957414.1	WP_047957414.1	WP_014068284.1
5	5	0.985	WP_032644341.1	WP_040018294.1	WP_155031877.1	WP_155031877.1	WP_014072376.1
5	5	0.985	WP_032644500.1	WP_014168159.1	WP_155030538.1	WP_155030538.1	WP_014068455.1
5	5	0.985	WP_032644655.1	WP_032681928.1	WP_155030541.1	WP_155030541.1	WP_014068472.1
5	5	0.985	WP_032644674.1	WP_025206398.1	WP_025758979.1	WP_025758979.1	WP_014068495.1
5	5	0.985	WP_045890074.1	WP_020882454.1	WP_155031296.1	WP_155031296.1	WP_014070479.1
5	5	0.985	WP_045890221.1	WP_040019065.1	WP_094919424.1	WP_094919424.1	WP_014072194.1
5	5	0.985	WP_077064080.1	WP_040017139.1	WP_045285001.1	WP_045285001.1	WP_014069776.1
5	5	0.985	WP_077064084.1	WP_040017155.1	WP_155031002.1	WP_155031002.1	WP_014069812.1
5	5	0.984	WP_008499752.1	WP_020883695.1	WP_025757717.1	WP_025757717.1	WP_014071695.1
5	5	0.984	WP_008499993.1	WP_008499993.1	WP_008499993.1	WP_008499993.1	WP_014069558.1
5	5	0.984	WP_008500312.1	WP_020883333.1	WP_008500312.1	WP_008500312.1	WP_014070863.1
5	5	0.984	WP_008502956.1	WP_020883629.1	WP_025758528.1	WP_025758528.1	WP_014071803.1
5	5	0.984	WP_023309036.1	WP_040018892.1	WP_025760261.1	WP_025760261.1	WP_014071587.1
5	5	0.984	WP_023333165.1	WP_006811693.1	WP_008502568.1	WP_008502568.1	WP_014071469.1
5	5	0.984	WP_023334701.1	WP_040016786.1	WP_025756186.1	WP_025756186.1	WP_014069116.1
5	5	0.984	WP_025912907.1	WP_014169322.1	WP_025756069.1	WP_025756069.1	WP_014069518.1
5	5	0.984	WP_028012502.1	WP_014169305.1	WP_006809455.1	WP_006809455.1	WP_014069504.1
5	5	0.984	WP_032638648.1	WP_014168964.1	WP_059386510.1	WP_059386510.1	WP_014069220.1
5	5	0.984	WP_032638832.1	WP_020885003.1	WP_155030846.1	WP_155030846.1	WP_014069310.1
5	5	0.984	WP_032639073.1	WP_014169266.1	WP_155030888.1	WP_155030888.1	WP_014069467.1
5	5	0.984	WP_032639279.1	WP_040017059.1	WP_025756004.1	WP_025756004.1	WP_014069591.1
5	5	0.984	WP_032639299.1	WP_040017066.1	WP_047958166.1	WP_047958166.1	WP_014069608.1
5	5	0.984	WP_032639594.1	WP_014169528.1	WP_059385696.1	WP_059385696.1	WP_014069744.1
5	5	0.984	WP_032639737.1	WP_032681238.1	WP_025758178.1	WP_025758178.1	WP_014069822.1
5	5	0.984	WP_032639799.1	WP_014169647.1	WP_155031015.1	WP_155031015.1	WP_014069856.1
5	5	0.984	WP_032639830.1	WP_020884423.1	WP_059385754.1	WP_059385754.1	WP_014069873.1
5	5	0.984	WP_032639842.1	WP_020884418.1	WP_025757359.1	WP_025757359.1	WP_014069880.1
5	5	0.984	WP_032639982.1	WP_014169771.1	WP_025758329.1	WP_025758329.1	WP_014069961.1
5	5	0.984	WP_032640073.1	WP_025204335.1	WP_047958409.1	WP_047958409.1	WP_014070009.1
5	5	0.984	WP_032640140.1	WP_025204193.1	WP_025756438.1	WP_025756438.1	WP_014070304.1
5	5	0.984	WP_032640206.1	WP_040017460.1	WP_047958572.1	WP_047958572.1	WP_014070263.1
5	5	0.984	WP_032640415.1	WP_014169921.1	WP_047958484.1	WP_047958484.1	WP_014070165.1
5	5	0.984	WP_032640668.1	WP_025204151.1	WP_045285762.1	WP_045285762.1	WP_014070400.1
5	5	0.984	WP_032640683.1	WP_040017550.1	WP_155031214.1	WP_155031214.1	WP_014070328.1
5	5	0.984	WP_032641038.1	WP_014170453.1	WP_045286278.1	WP_045286278.1	WP_014070545.1
5	5	0.984	WP_032641040.1	WP_032669742.1	WP_155031306.1	WP_155031306.1	WP_014070546.1
5	5	0.984	WP_032641067.1	WP_014170496.1	WP_013096236.1	WP_013096236.1	WP_014070570.1
5	5	0.984	WP_032641289.1	WP_014170631.1	WP_045286373.1	WP_045286373.1	WP_014070681.1
5	5	0.984	WP_032641376.1	WP_040017809.1	WP_047958979.1	WP_047958979.1	WP_014070739.1
5	5	0.984	WP_032641386.1	WP_014170700.1	WP_094919074.1	WP_094919074.1	WP_014070744.1
5	5	0.984	WP_032641581.1	WP_020883288.1	WP_155031447.1	WP_155031447.1	WP_014070904.1
5	5	0.984	WP_032641795.1	WP_025203638.1	WP_155031493.1	WP_155031493.1	WP_014071043.1
5	5	0.984	WP_032641827.1	WP_040018008.1	WP_047959126.1	WP_047959126.1	WP_014071060.1
5	5	0.984	WP_032642014.1	WP_040018046.1	WP_047959158.1	WP_047959158.1	WP_014071140.1
5	5	0.984	WP_032642017.1	WP_040018047.1	WP_025757155.1	WP_025757155.1	WP_014071142.1
5	5	0.984	WP_032642020.1	WP_040018048.1	WP_155031512.1	WP_155031512.1	WP_014071144.1
5	5	0.984	WP_032642049.1	WP_040018830.1	WP_045285900.1	WP_045285900.1	WP_014071762.1
5	5	0.984	WP_032642106.1	WP_020883630.1	WP_045285915.1	WP_045285915.1	WP_014071801.1
5	5	0.984	WP_032642380.1	WP_014171814.1	WP_047959546.1	WP_047959546.1	WP_014071950.1
5	5	0.984	WP_032642426.1	WP_040018732.1	WP_095450661.1	WP_095450661.1	WP_014071988.1
5	5	0.984	WP_032642686.1	WP_040018017.1	WP_155031504.1	WP_155031504.1	WP_014071070.1
5	5	0.984	WP_032642858.1	WP_014171247.1	WP_008502493.1	WP_008502493.1	WP_014071408.1
5	5	0.984	WP_032642952.1	WP_040018945.1	WP_025759711.1	WP_025759711.1	WP_014071455.1
5	5	0.984	WP_032643264.1	WP_040018864.1	WP_025757755.1	WP_025757755.1	WP_014071655.1
5	5	0.984	WP_032643296.1	WP_025203272.1	WP_025757736.1	WP_025757736.1	WP_014071677.1
5	5	0.984	WP_032643307.1	WP_020883714.1	WP_021242066.1	WP_021242066.1	WP_014071684.1
5	5	0.984	WP_032643397.1	WP_025203159.1	WP_025758478.1	WP_025758478.1	WP_014071756.1
5	5	0.984	WP_032644468.1	WP_040018416.1	WP_047957484.1	WP_047957484.1	WP_014068413.1
5	5	0.984	WP_032644631.1	WP_025202804.1	WP_045286577.1	WP_045286577.1	WP_014072217.1
5	5	0.984	WP_032644657.1	WP_020882860.1	WP_025759001.1	WP_025759001.1	WP_014068475.1
5	5	0.984	WP_045889971.1	WP_025204965.1	WP_155030773.1	WP_155030773.1	WP_014069122.1
5	5	0.984	WP_045890116.1	WP_040018713.1	WP_047959576.1	WP_047959576.1	WP_014072037.1
5	5	0.984	WP_045890264.1	WP_014168132.1	WP_095452088.1	WP_095452088.1	WP_014068426.1
5	5	0.984	WP_045890412.1	WP_014168500.1	WP_155030663.1	WP_155030663.1	WP_014068776.1
5	5	0.984	WP_077064181.1	WP_014170638.1	WP_155031377.1	WP_155031377.1	WP_014070688.1
5	5	0.984	WP_080500334.1	WP_032678429.1	WP_045286372.1	WP_045286372.1	WP_049796693.1
5	5	0.983	WP_008499954.1	WP_014169400.1	WP_008499954.1	WP_008499954.1	WP_014069595.1
5	5	0.983	WP_008500032.1	WP_020884864.1	WP_025756068.1	WP_025756068.1	WP_014069519.1
5	5	0.983	WP_008501516.1	WP_014172106.1	WP_045285590.1	WP_045285590.1	WP_014072244.1
5	5	0.983	WP_008502502.1	WP_014171256.1	WP_008502502.1	WP_008502502.1	WP_014071415.1
5	5	0.983	WP_021242460.1	WP_020882649.1	WP_021242460.1	WP_021242460.1	WP_014068411.1
5	5	0.983	WP_023309035.1	WP_025203349.1	WP_047959387.1	WP_047959387.1	WP_014071586.1
5	5	0.983	WP_024907522.1	WP_014168704.1	WP_025756817.1	WP_025756817.1	WP_014068972.1
5	5	0.983	WP_032638380.1	WP_040016772.1	WP_155030751.1	WP_155030751.1	WP_014069047.1
5	5	0.983	WP_032638581.1	WP_014168924.1	WP_025756135.1	WP_025756135.1	WP_014069178.1
5	5	0.983	WP_032638782.1	WP_032681438.1	WP_045286216.1	WP_045286216.1	WP_014069281.1
5	5	0.983	WP_032638948.1	WP_040016955.1	WP_155030863.1	WP_155030863.1	WP_014069400.1
5	5	0.983	WP_032639077.1	WP_040016990.1	WP_126801467.1	WP_126801467.1	WP_014069469.1
5	5	0.983	WP_032639326.1	WP_014169429.1	WP_023332611.1	WP_023332611.1	WP_014069625.1
5	5	0.983	WP_032639365.1	WP_040017086.1	WP_059386453.1	WP_059386453.1	WP_014069641.1
5	5	0.983	WP_032639546.1	WP_040017119.1	WP_155030985.1	WP_155030985.1	WP_014069725.1
5	5	0.983	WP_032639573.1	WP_014169516.1	WP_047958251.1	WP_047958251.1	WP_014069732.1
5	5	0.983	WP_032639620.1	WP_020884685.1	WP_025755839.1	WP_025755839.1	WP_014069759.1
5	5	0.983	WP_032639904.1	WP_040017277.1	WP_045285297.1	WP_045285297.1	WP_014069923.1
5	5	0.983	WP_032639931.1	WP_020884366.1	WP_025757298.1	WP_025757298.1	WP_014069933.1
5	5	0.983	WP_032640090.1	WP_040017326.1	WP_155031085.1	WP_155031085.1	WP_014070020.1
5	5	0.983	WP_032640234.1	WP_025204228.1	WP_155031163.1	WP_155031163.1	WP_041162062.1
5	5	0.983	WP_032640395.1	WP_025204280.1	WP_025757967.1	WP_025757967.1	WP_088201862.1
5	5	0.983	WP_032640422.1	WP_014169916.1	WP_025757986.1	WP_025757986.1	WP_014070160.1
5	5	0.983	WP_032640824.1	WP_014170257.1	WP_047365031.1	WP_047365031.1	WP_014070429.1
5	5	0.983	WP_032641370.1	WP_020883368.1	WP_025760177.1	WP_025760177.1	WP_014070731.1
5	5	0.983	WP_032641575.1	WP_014170788.1	WP_025759306.1	WP_025759306.1	WP_014070899.1
5	5	0.983	WP_032641579.1	WP_040017933.1	WP_155031446.1	WP_155031446.1	WP_014070903.1
5	5	0.983	WP_032641585.1	WP_014170794.1	WP_023330862.1	WP_023330862.1	WP_014070906.1
5	5	0.983	WP_032641816.1	WP_040018005.1	WP_059385226.1	WP_059385226.1	WP_014071055.1
5	5	0.983	WP_032641929.1	WP_025203597.1	WP_047959140.1	WP_047959140.1	WP_014071088.1
5	5	0.983	WP_032642032.1	WP_014171047.1	WP_045285802.1	WP_045285802.1	WP_014071154.1
5	5	0.983	WP_032642244.1	WP_032679011.1	WP_025759587.1	WP_025759587.1	WP_014071827.1
5	5	0.983	WP_032642278.1	WP_014171726.1	WP_025759862.1	WP_025759862.1	WP_014071843.1
5	5	0.983	WP_032642294.1	WP_014171735.1	WP_025759872.1	WP_025759872.1	WP_014071854.1
5	5	0.983	WP_032642360.1	WP_014171797.1	WP_045284746.1	WP_045284746.1	WP_014071936.1
5	5	0.983	WP_032642463.1	WP_040018711.1	WP_047959578.1	WP_047959578.1	WP_014072040.1
5	5	0.983	WP_032642661.1	WP_040019050.1	WP_025759308.1	WP_025759308.1	WP_014070901.1
5	5	0.983	WP_032642866.1	WP_020883911.1	WP_008502499.1	WP_008502499.1	WP_014071413.1
5	5	0.983	WP_032643073.1	WP_040018914.1	WP_155031639.1	WP_155031639.1	WP_014071538.1
5	5	0.983	WP_032643128.1	WP_040018902.1	WP_155031653.1	WP_155031653.1	WP_014071566.1
5	5	0.983	WP_032643337.1	WP_014885193.1	WP_025757710.1	WP_025757710.1	WP_014071701.1
5	5	0.983	WP_032643348.1	WP_020883687.1	WP_155031688.1	WP_155031688.1	WP_014071707.1
5	5	0.983	WP_032643642.1	WP_014171200.1	WP_094918371.1	WP_094918371.1	WP_014071364.1
5	5	0.983	WP_032643656.1	WP_040018162.1	WP_155031571.1	WP_155031571.1	WP_014071382.1
5	5	0.983	WP_032643754.1	WP_020882970.1	WP_025758219.1	WP_025758219.1	WP_014068583.1
5	5	0.983	WP_032643852.1	WP_025205787.1	WP_045284444.1	WP_045284444.1	WP_014068666.1
5	5	0.983	WP_032644012.1	WP_025205476.1	WP_025758042.1	WP_025758042.1	WP_014068829.1
5	5	0.983	WP_032644019.1	WP_040018591.1	WP_047957725.1	WP_047957725.1	WP_014068843.1
5	5	0.983	WP_032644043.1	WP_020882565.1	WP_128338866.1	WP_128338866.1	WP_014068874.1
5	5	0.983	WP_032644077.1	WP_032679628.1	WP_045284787.1	WP_045284787.1	WP_014068915.1
5	5	0.983	WP_032644129.1	WP_032679638.1	WP_025756813.1	WP_025756813.1	WP_014068965.1
5	5	0.983	WP_032644167.1	WP_032682055.1	WP_025757452.1	WP_025757452.1	WP_014068763.1
5	5	0.983	WP_032644235.1	WP_020882744.1	WP_155030482.1	WP_155030482.1	WP_014068256.1
5	5	0.983	WP_032644256.1	WP_020882759.1	WP_014833835.1	WP_014833835.1	WP_014072446.1
5	5	0.983	WP_032644278.1	WP_020882768.1	WP_045285348.1	WP_045285348.1	WP_014072431.1
5	5	0.983	WP_032644280.1	WP_025202724.1	WP_025756953.1	WP_025756953.1	WP_014072429.1
5	5	0.983	WP_032644315.1	WP_020883976.1	WP_025759561.1	WP_025759561.1	WP_041162159.1
5	5	0.983	WP_032644453.1	WP_020882660.1	WP_155030520.1	WP_155030520.1	WP_014068396.1
5	5	0.983	WP_032644483.1	WP_014168136.1	WP_155030533.1	WP_155030533.1	WP_014068430.1
5	5	0.983	WP_032644576.1	WP_025202858.1	WP_025758101.1	WP_025758101.1	WP_014072111.1
5	5	0.983	WP_032644710.1	WP_020882839.1	WP_025757848.1	WP_025757848.1	WP_014068527.1
5	5	0.983	WP_032644748.1	WP_014168263.1	WP_025757892.1	WP_025757892.1	WP_014068568.1
5	5	0.983	WP_032644768.1	WP_020882868.1	WP_155031853.1	WP_155031853.1	WP_014072240.1
5	5	0.983	WP_045890234.1	WP_014168010.1	WP_025757008.1	WP_025757008.1	WP_014068300.1
5	5	0.983	WP_077064496.1	WP_020883217.1	WP_155031480.1	WP_155031480.1	WP_014070993.1
5	5	0.983	WP_077064579.1	WP_025204472.1	WP_021240787.1	WP_021240787.1	WP_041162035.1
5	5	0.983	WP_120286683.1	WP_020884794.1	WP_023292865.1	WP_023292865.1	WP_014069626.1
5	5	0.983	WP_168207693.1	WP_025203388.1	WP_025757118.1	WP_025757118.1	WP_168162138.1
5	5	0.983	WP_168207694.1	WP_169745948.1	WP_141237272.1	WP_141237272.1	WP_014071708.1
5	5	0.982	WP_000639796.1	WP_014171990.1	WP_025757822.1	WP_025757822.1	WP_014072147.1
5	5	0.982	WP_008499940.1	WP_040017071.1	WP_025755987.1	WP_025755987.1	WP_014069614.1
5	5	0.982	WP_008500345.1	WP_003859644.1	WP_008500345.1	WP_008500345.1	WP_014070751.1
5	5	0.982	WP_008502786.1	WP_014170447.1	WP_008502786.1	WP_008502786.1	WP_014070539.1
5	5	0.982	WP_013099038.1	WP_013099038.1	WP_013099038.1	WP_013099038.1	WP_008503011.1
5	5	0.982	WP_014883007.1	WP_020884987.1	WP_025756345.1	WP_025756345.1	WP_014069340.1
5	5	0.982	WP_023309031.1	WP_008499646.1	WP_008499646.1	WP_008499646.1	WP_014071581.1
5	5	0.982	WP_023332105.1	WP_014168668.1	WP_045285856.1	WP_045285856.1	WP_014068937.1
5	5	0.982	WP_032638255.1	WP_014169781.1	WP_045284923.1	WP_045284923.1	WP_014069970.1
5	5	0.982	WP_032638277.1	WP_014168738.1	WP_095452566.1	WP_095452566.1	WP_014069000.1
5	5	0.982	WP_032638320.1	WP_014168765.1	WP_025760189.1	WP_025760189.1	WP_014069023.1
5	5	0.982	WP_032638502.1	WP_040016790.1	WP_155030777.1	WP_155030777.1	WP_014069134.1
5	5	0.982	WP_032638895.1	WP_040016941.1	WP_025756364.1	WP_025756364.1	WP_014069362.1
5	5	0.982	WP_032638935.1	WP_040016951.1	WP_025757213.1	WP_025757213.1	WP_014069393.1
5	5	0.982	WP_032638943.1	WP_040016953.1	WP_025757217.1	WP_025757217.1	WP_014069397.1
5	5	0.982	WP_032638962.1	WP_025204641.1	WP_155030867.1	WP_155030867.1	WP_014069409.1
5	5	0.982	WP_032639257.1	WP_040017051.1	WP_162185033.1	WP_162185033.1	WP_014069577.1
5	5	0.982	WP_032639603.1	WP_040017130.1	WP_095441024.1	WP_095441024.1	WP_014069749.1
5	5	0.982	WP_032639608.1	WP_020884691.1	WP_155030991.1	WP_155030991.1	WP_014069752.1
5	5	0.982	WP_032639685.1	WP_013097106.1	WP_008500781.1	WP_008500781.1	WP_014069801.1
5	5	0.982	WP_032639828.1	WP_040017242.1	WP_155031024.1	WP_155031024.1	WP_014069871.1
5	5	0.982	WP_032639875.1	WP_040017258.1	WP_155031030.1	WP_155031030.1	WP_014069903.1
5	5	0.982	WP_032639944.1	WP_014169744.1	WP_045284943.1	WP_045284943.1	WP_014069939.1
5	5	0.982	WP_032640011.1	WP_020884330.1	WP_025758347.1	WP_025758347.1	WP_014069978.1
5	5	0.982	WP_032640241.1	WP_040017444.1	WP_155031162.1	WP_155031162.1	WP_014070240.1
5	5	0.982	WP_032640389.1	WP_040017391.1	WP_155031120.1	WP_155031120.1	WP_014070177.1
5	5	0.982	WP_032640502.1	WP_040017348.1	WP_025758621.1	WP_025758621.1	WP_014070052.1
5	5	0.982	WP_032640789.1	WP_014170239.1	WP_045285033.1	WP_045285033.1	WP_014070409.1
5	5	0.982	WP_032640886.1	WP_040017622.1	WP_155031284.1	WP_155031284.1	WP_014070465.1
5	5	0.982	WP_032640991.1	WP_014170382.1	WP_155031301.1	WP_155031301.1	WP_014070510.1
5	5	0.982	WP_032641392.1	WP_014170706.1	WP_008500348.1	WP_008500348.1	WP_014070748.1
5	5	0.982	WP_032641467.1	WP_025203790.1	WP_104557488.1	WP_104557488.1	WP_014070881.1
5	5	0.982	WP_032641577.1	WP_040017932.1	WP_059385177.1	WP_059385177.1	WP_014070902.1
5	5	0.982	WP_032641635.1	WP_014170818.1	WP_059386426.1	WP_059386426.1	WP_014070933.1
5	5	0.982	WP_032641648.1	WP_032680629.1	WP_155031460.1	WP_155031460.1	WP_014070940.1
5	5	0.982	WP_032641657.1	WP_020883259.1	WP_155031461.1	WP_155031461.1	WP_014070944.1
5	5	0.982	WP_032641684.1	WP_014170855.1	WP_025758705.1	WP_025758705.1	WP_014070966.1
5	5	0.982	WP_032641749.1	WP_014170890.1	WP_014884552.1	WP_014884552.1	WP_014071008.1
5	5	0.982	WP_032641833.1	WP_040018012.1	WP_047959128.1	WP_047959128.1	WP_014071064.1
5	5	0.982	WP_032641907.1	WP_014170962.1	WP_025757207.1	WP_025757207.1	WP_014071076.1
5	5	0.982	WP_032642269.1	WP_014171723.1	WP_047959512.1	WP_047959512.1	WP_014071840.1
5	5	0.982	WP_032642464.1	WP_040018710.1	WP_155031951.1	WP_155031951.1	WP_014072041.1
5	5	0.982	WP_032643035.1	WP_032678843.1	WP_045286048.1	WP_045286048.1	WP_014071513.1
5	5	0.982	WP_032643189.1	WP_032678891.1	WP_025760098.1	WP_025760098.1	WP_014071601.1
5	5	0.982	WP_032643298.1	WP_014171533.1	WP_155031684.1	WP_155031684.1	WP_041162121.1
5	5	0.982	WP_032643325.1	WP_032670169.1	WP_025757721.1	WP_025757721.1	WP_014071691.1
5	5	0.982	WP_032643327.1	WP_020883698.1	WP_059384945.1	WP_059384945.1	WP_014071692.1
5	5	0.982	WP_032643434.1	WP_025203511.1	WP_025757135.1	WP_025757135.1	WP_014071223.1
5	5	0.982	WP_032643495.1	WP_014171093.1	WP_155031528.1	WP_155031528.1	WP_014071254.1
5	5	0.982	WP_032643543.1	WP_020883065.1	WP_155031540.1	WP_155031540.1	WP_014071289.1
5	5	0.982	WP_032643557.1	WP_020883059.1	WP_025758936.1	WP_025758936.1	WP_014071298.1
5	5	0.982	WP_032643605.1	WP_040018146.1	WP_047959226.1	WP_047959226.1	WP_014071325.1
5	5	0.982	WP_032643647.1	WP_014171207.1	WP_025757650.1	WP_025757650.1	WP_014071369.1
5	5	0.982	WP_032643799.1	WP_025206257.1	WP_155030584.1	WP_155030584.1	WP_014068613.1
5	5	0.982	WP_032643836.1	WP_014168347.1	WP_155030599.1	WP_155030599.1	WP_014068652.1
5	5	0.982	WP_032643945.1	WP_014168481.1	WP_025757440.1	WP_025757440.1	WP_014068743.1
5	5	0.982	WP_032643966.1	WP_006174091.1	WP_095451969.1	WP_095451969.1	WP_014068780.1
5	5	0.982	WP_032644029.1	WP_040018605.1	WP_155030686.1	WP_155030686.1	WP_014068861.1
5	5	0.982	WP_032644034.1	WP_014168597.1	WP_047957733.1	WP_047957733.1	WP_014068866.1
5	5	0.982	WP_032644133.1	WP_040018664.1	WP_025756819.1	WP_025756819.1	WP_014068974.1
5	5	0.982	WP_032644198.1	WP_025202761.1	WP_025758836.1	WP_025758836.1	WP_014072336.1
5	5	0.982	WP_032644210.1	WP_040018286.1	WP_155031874.1	WP_155031874.1	WP_162271216.1
5	5	0.982	WP_032644258.1	WP_014172293.1	WP_155031892.1	WP_155031892.1	WP_014072445.1
5	5	0.982	WP_032644339.1	WP_040018296.1	WP_059386309.1	WP_059386309.1	WP_014072378.1
5	5	0.982	WP_032644371.1	WP_040018356.1	WP_155030492.1	WP_155030492.1	WP_014068304.1
5	5	0.982	WP_032644391.1	WP_040018377.1	WP_179958048.1	WP_179958048.1	WP_014068335.1
5	5	0.982	WP_032644419.1	WP_008502707.1	WP_025758440.1	WP_025758440.1	WP_014068362.1
5	5	0.982	WP_032644431.1	WP_014168080.1	WP_025758430.1	WP_025758430.1	WP_014068375.1
5	5	0.982	WP_032644465.1	WP_040018415.1	WP_155030525.1	WP_155030525.1	WP_014068409.1
5	5	0.982	WP_032644511.1	WP_032679369.1	WP_095442149.1	WP_095442149.1	WP_014068467.1
5	5	0.982	WP_032644515.1	WP_020882773.1	WP_155031963.1	WP_155031963.1	WP_014072424.1
5	5	0.982	WP_032644549.1	WP_014171925.1	WP_045285963.1	WP_045285963.1	WP_014072080.1
5	5	0.982	WP_032644586.1	WP_032679123.1	WP_155031829.1	WP_155031829.1	WP_014072134.1
5	5	0.982	WP_032644769.1	WP_020882869.1	WP_104557406.1	WP_104557406.1	WP_014072241.1
5	5	0.982	WP_032644801.1	WP_032680089.1	WP_047959695.1	WP_047959695.1	WP_014072283.1
5	5	0.982	WP_032644804.1	WP_014172144.1	WP_095442009.1	WP_095442009.1	WP_014072285.1
5	5	0.982	WP_077064433.1	WP_014171741.1	WP_047959522.1	WP_047959522.1	WP_014071860.1
5	5	0.982	WP_077064591.1	WP_040018861.1	WP_155031680.1	WP_155031680.1	WP_014071669.1
5	5	0.982	WP_171847183.1	WP_176399553.1	WP_179958044.1	WP_179958044.1	WP_014072085.1
5	5	0.981	WP_003863282.1	WP_003863282.1	WP_013099027.1	WP_013099027.1	WP_006817276.1
5	5	0.981	WP_006174393.1	WP_006174393.1	WP_006174393.1	WP_006174393.1	WP_014069559.1
5	5	0.981	WP_008499693.1	WP_040018875.1	WP_025757776.1	WP_025757776.1	WP_014071640.1
5	5	0.981	WP_008500895.1	WP_010433613.1	WP_010433613.1	WP_010433613.1	WP_010433613.1
5	5	0.981	WP_010428317.1	WP_040016829.1	WP_010428317.1	WP_010428317.1	WP_014069230.1
5	5	0.981	WP_013097261.1	WP_013097261.1	WP_013097261.1	WP_013097261.1	WP_014069623.1
5	5	0.981	WP_014882770.1	WP_008503322.1	WP_013095851.1	WP_013095851.1	WP_014069121.1
5	5	0.981	WP_015572204.1	WP_015572204.1	WP_015572204.1	WP_015572204.1	WP_015572204.1
5	5	0.981	WP_021242854.1	WP_040019217.1	WP_025757535.1	WP_025757535.1	WP_014072263.1
5	5	0.981	WP_023311275.1	WP_014169664.1	WP_025757366.1	WP_025757366.1	WP_014069872.1
5	5	0.981	WP_023311316.1	WP_020884386.1	WP_155031043.1	WP_155031043.1	WP_014069918.1
5	5	0.981	WP_023312044.1	WP_014170343.1	WP_025756612.1	WP_025756612.1	WP_014070475.1
5	5	0.981	WP_023618241.1	WP_014171998.1	WP_023618241.1	WP_023618241.1	WP_014072155.1
5	5	0.981	WP_032638406.1	WP_040016777.1	WP_095441172.1	WP_095441172.1	WP_014069073.1
5	5	0.981	WP_032638429.1	WP_014882739.1	WP_025756213.1	WP_025756213.1	WP_014069084.1
5	5	0.981	WP_032638437.1	WP_040016781.1	WP_047957865.1	WP_047957865.1	WP_014069088.1
5	5	0.981	WP_032638854.1	WP_052445438.1	WP_155030851.1	WP_155030851.1	WP_041162015.1
5	5	0.981	WP_032639027.1	WP_040016978.1	WP_025757256.1	WP_025757256.1	WP_014069439.1
5	5	0.981	WP_032639108.1	WP_040017003.1	WP_025756101.1	WP_025756101.1	WP_014069486.1
5	5	0.981	WP_032639184.1	WP_020884845.1	WP_047959784.1	WP_047959784.1	WP_014069545.1
5	5	0.981	WP_032639291.1	WP_020884810.1	WP_095451636.1	WP_095451636.1	WP_014069599.1
5	5	0.981	WP_032639533.1	WP_025204484.1	WP_155030977.1	WP_155030977.1	WP_014069713.1
5	5	0.981	WP_032639767.1	WP_040017219.1	WP_025758199.1	WP_025758199.1	WP_014069839.1
5	5	0.981	WP_032640078.1	WP_020884309.1	WP_094917621.1	WP_094917621.1	WP_014070011.1
5	5	0.981	WP_032640195.1	WP_020884160.1	WP_047958579.1	WP_047958579.1	WP_014070271.1
5	5	0.981	WP_032640212.1	WP_040017455.1	WP_155031169.1	WP_155031169.1	WP_014070257.1
5	5	0.981	WP_032640399.1	WP_040017388.1	WP_095440730.1	WP_095440730.1	WP_014070172.1
5	5	0.981	WP_032641036.1	WP_032669745.1	WP_025756552.1	WP_025756552.1	WP_014070543.1
5	5	0.981	WP_032641054.1	WP_014170481.1	WP_045286270.1	WP_045286270.1	WP_014070560.1
5	5	0.981	WP_032641217.1	WP_040017763.1	WP_155031362.1	WP_155031362.1	WP_014070642.1
